year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party_detailed,writein,mode,candidatevotes,totalvotes,unofficial,version,party_simplified
2004,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,BLANK VOTE/SCATTERING,,False,total,834,2949743,False,20210114,OTHER
2010,LOUISIANA,LA,22,72,45,US SENATE,statewide,gen,False,MILTON GORDON,NO PARTY,False,total,4810,1264994,False,20210114,OTHER
1976,NEW MEXICO,NM,35,85,66,US SENATE,statewide,gen,False,"HARRISON ""JACK"" SCHMITT",REPUBLICAN,False,total,234681,413056,False,20210114,REPUBLICAN
2020,LOUISIANA,LA,22,72,45,US SENATE,statewide,gen,False,ADRIAN PERKINS,DEMOCRAT,False,total,394049,2071543,False,20210114,DEMOCRAT
2012,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,LINDA E. MCMAHON,INDEPENDENT,False,total,46520,1511764,False,20210114,OTHER
2006,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,ROBERT MENENDEZ,DEMOCRAT,False,total,58333,101973,False,20210114,DEMOCRAT
2008,MAINE,ME,23,11,2,US SENATE,statewide,gen,False,SUSAN M. COLLINS,REPUBLICAN,False,total,444300,724430,False,20210114,REPUBLICAN
2014,KENTUCKY,KY,21,61,51,US SENATE,statewide,gen,False,,,True,total,17,1435868,False,20210114,OTHER
1992,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,"MERVIN A. HANSON, SR.",INDEPENDENT,False,total,3264,2455124,False,20210114,OTHER
1984,MONTANA,MT,30,81,64,US SENATE,statewide,gen,False,CHUCK COZZENS,REPUBLICAN,False,total,154308,379155,False,20210114,REPUBLICAN
1982,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,MICHAEL EDWARD HACKETT,INDEPENDENT,False,total,1463,168002,False,20210114,OTHER
1976,DELAWARE,DE,10,51,11,US SENATE,statewide,gen,False,JOHN A. MASSIMILLA,PROHIBITION,False,total,216,224795,False,20210114,OTHER
2018,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,RICK SCOTT,REPUBLICAN,False,total,4099505,8190005,False,20210114,REPUBLICAN
1996,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,,,True,total,304,3762575,False,20210114,OTHER
2012,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,CHRISTOPHER S. MURPHY,WORKING FAMILIES,False,total,35778,1511764,False,20210114,OTHER
2002,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,BOB CLEMENT,DEMOCRAT,False,total,728232,1642432,False,20210114,DEMOCRAT
1976,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,ROBIN E. MILLER,LIBERTARIAN,False,total,5476,1912020,False,20210114,LIBERTARIAN
2000,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,ROBERT WATSON,INDEPENDENT,False,total,8416,1928613,False,20210114,OTHER
2000,NEBRASKA,NE,31,46,35,US SENATE,statewide,gen,False,,,True,total,1280,692350,False,20210114,OTHER
1992,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,,,True,total,220,4962290,False,20210114,OTHER
2016,SOUTH CAROLINA,SC,45,57,48,US SENATE,statewide,gen,False,THOMAS DIXON,WORKING FAMILIES,False,total,37610,2049893,False,20210114,OTHER
2008,LOUISIANA,LA,22,72,45,US SENATE,statewide,gen,False,RICHARD FONTANESI,LIBERTARIAN,False,total,18590,1896574,False,20210114,LIBERTARIAN
2006,TEXAS,TX,48,74,49,US SENATE,statewide,gen,False,KAY BAILEY HUTCHISON,REPUBLICAN,False,total,2661789,4314663,False,20210114,REPUBLICAN
2016,MISSOURI,MO,29,43,34,US SENATE,statewide,gen,False,,,True,total,4,2802637,False,20210114,OTHER
2012,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,,,True,total,10,4652918,False,20210114,OTHER
2000,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,TOM CAMPBELL,REPUBLICAN,False,total,3886853,10623608,False,20210114,REPUBLICAN
1994,HAWAII,HI,15,95,82,US SENATE,statewide,gen,False,DANIEL K. AKAKA,DEMOCRAT,False,total,256189,356902,False,20210114,DEMOCRAT
2010,SOUTH CAROLINA,SC,45,57,48,US SENATE,statewide,gen,False,,,True,total,21953,1318794,False,20210114,OTHER
2000,GEORGIA,GA,13,58,44,US SENATE,statewide,gen,True,MACK F. MATTINGLY,REPUBLICAN (NOT IDENTIFIED ON BALLOT),False,total,920478,2415743,False,20210114,OTHER
2010,MISSOURI,MO,29,43,34,US SENATE,statewide,gen,False,,,True,total,7,1943899,False,20210114,OTHER
1998,NORTH CAROLINA,NC,37,56,47,US SENATE,statewide,gen,False,BARBARA HOWE,LIBERTARIAN,False,total,36963,2012143,False,20210114,LIBERTARIAN
1980,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,GERARD G. BRENNAN,LIBERTARIAN,False,total,5336,1356075,False,20210114,LIBERTARIAN
1992,SOUTH CAROLINA,SC,45,57,48,US SENATE,statewide,gen,False,ERNEST F. HOLLINGS,DEMOCRAT,False,total,591030,1180438,False,20210114,DEMOCRAT
1978,OKLAHOMA,OK,40,73,53,US SENATE,statewide,gen,False,PAUL EDWARD TRENT,INDEPENDENT,False,total,3015,754264,False,20210114,OTHER
2010,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,MARSHA FEINLAND,PEACE AND FREEDOM,False,total,135093,10000160,False,20210114,OTHER
1976,NEVADA,NV,32,88,65,US SENATE,statewide,gen,False,DAN BECAN,LIBERTARIAN,False,total,2307,201899,False,20210114,LIBERTARIAN
1992,IDAHO,ID,16,82,63,US SENATE,statewide,gen,False,RICHARD H. STALLINGS,DEMOCRAT,False,total,208036,478504,False,20210114,DEMOCRAT
1996,TEXAS,TX,48,74,49,US SENATE,statewide,gen,False,JOHN HUFF,NATURAL LAW,False,total,19469,5527441,False,20210114,OTHER
1978,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,True,DAVID DURENBERGER,REPUBLICAN,False,total,957908,1558376,False,20210114,REPUBLICAN
2010,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,KENDRICK B. MEEK,DEMOCRAT,False,total,1092936,5411106,False,20210114,DEMOCRAT
1986,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,"EDWARD J. MCCALLUM, JR.",NONE,False,total,3800,976933,False,20210114,OTHER
1988,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,CHARLENE MITCHELL,INDEPENDENT PROGRESSIVE LINE,False,total,14770,6040980,False,20210114,OTHER
1990,NEW MEXICO,NM,35,85,66,US SENATE,statewide,gen,False,TOM R. BENAVIDES,DEMOCRAT,False,total,110033,406938,False,20210114,DEMOCRAT
1980,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,MARY ESTILL BUCHANAN,REPUBLICAN,False,total,571295,1173142,False,20210114,REPUBLICAN
2002,LOUISIANA,LA,22,72,45,US SENATE,statewide,gen,False,"PATRICK E. ""LIVE WIRE"" LANDRY",OTHER,False,total,10442,2481629,False,20210114,OTHER
1994,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,"OLIVER L. ""OLLIE"" NORTH",REPUBLICAN,False,total,882213,2057463,False,20210114,REPUBLICAN
2000,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,2473,2734048,False,20210114,OTHER
2002,KANSAS,KS,20,47,32,US SENATE,statewide,gen,False,PAT ROBERTS,REPUBLICAN,False,total,641075,776850,False,20210114,REPUBLICAN
1986,OREGON,OR,41,92,72,US SENATE,statewide,gen,False,RICK BAUMAN,DEMOCRAT,False,total,375735,1042555,False,20210114,DEMOCRAT
1982,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,"LOWELL P. WEICKER, JR.",REPUBLICAN,False,total,545987,1083508,False,20210114,REPUBLICAN
2020,KENTUCKY,KY,21,61,51,US SENATE,statewide,gen,False,MITCH MCCONNELL,REPUBLICAN,False,total,1233315,2135057,False,20210114,REPUBLICAN
1998,IOWA,IA,19,42,31,US SENATE,statewide,gen,False,DAVID OSTERBERG,DEMOCRAT,False,total,289049,947907,False,20210114,DEMOCRAT
2020,KANSAS,KS,20,47,32,US SENATE,statewide,gen,False,ROGER MARSHALL,REPUBLICAN,False,total,727962,1367755,False,20210114,REPUBLICAN
1986,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,ROBERT W. KASTEN JR.,REPUBLICAN,False,total,754573,1483174,False,20210114,REPUBLICAN
1996,OREGON,OR,41,92,72,US SENATE,statewide,gen,False,BRENT THOMPSON,REFORM,False,total,20381,1360230,False,20210114,OTHER
2020,WYOMING,WY,56,83,68,US SENATE,statewide,gen,False,MERAV BEN DAVID,,False,total,72766,278503,False,20210114,OTHER
2012,MAINE,ME,23,11,2,US SENATE,statewide,gen,False,ANDREW IAN DODGE,INDEPENDENT FOR LIBERTY,False,total,5624,724720,False,20210114,OTHER
2002,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,JACOB G. HORNBERGER JR.,INDEPENDENT,False,total,106055,1489422,False,20210114,OTHER
1978,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,RUDOLPH E. BOSCHWITZ,REPUBLICAN,False,total,894092,1580622,False,20210114,REPUBLICAN
1992,PENNSYLVANIA,PA,42,23,14,US SENATE,statewide,gen,False,ARLEN SPECTER,REPUBLICAN,False,total,2358125,4802410,False,20210114,REPUBLICAN
2020,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,CORY BOOKER,DEMOCRAT,False,total,2541178,4440440,False,20210114,DEMOCRAT
2000,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,JOHN O. ADEFOPE,RIGHT TO LIFE,False,total,21439,6959662,False,20210114,OTHER
2004,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,DAVID E. MCREYNOLDS,GREEN,False,total,36942,7447818,False,20210114,OTHER
2012,NORTH DAKOTA,ND,38,44,36,US SENATE,statewide,gen,False,RICK BERG,REPUBLICAN,False,total,158401,321144,False,20210114,REPUBLICAN
1988,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,False,,,True,total,32,1164539,False,20210114,OTHER
1978,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,True,,,True,total,878,1558376,False,20210114,OTHER
2006,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,GREGORY PASON,SOCIALIST PARTY USA,False,total,47,101973,False,20210114,OTHER
1994,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,BILL FRIST,REPUBLICAN,False,total,834226,1480391,False,20210114,REPUBLICAN
2000,TEXAS,TX,48,74,49,US SENATE,statewide,gen,False,MARY J. RUWART,LIBERTARIAN,False,total,72657,6267964,False,20210114,LIBERTARIAN
2018,NORTH DAKOTA,ND,38,44,36,US SENATE,statewide,gen,False,HEIDI HEITKAMP,DEMOCRATIC-NPL,False,total,144376,326138,False,20210114,DEMOCRAT
2016,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,False,LEONARD CLARK,INDEPENDENT,True,total,83,2530730,False,20210114,OTHER
2014,OREGON,OR,41,92,72,US SENATE,statewide,gen,False,JAMES E. LEUENBERGER,CONSTITUTION,False,total,24212,1461618,False,20210114,OTHER
2008,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,,,True,total,13,2887646,False,20210114,OTHER
2020,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,True,"PATRICK ""PAT"" THOMAS",REPUBLICAN,True,total,29,3355307,False,20210114,REPUBLICAN
1980,GEORGIA,GA,13,58,44,US SENATE,statewide,gen,False,HERMAN E. TALMADGE,DEMOCRAT,False,total,776143,1579829,False,20210114,DEMOCRAT
2010,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,SUE ASKELAND,NO PARTY AFFILIATION,False,total,15340,5411106,False,20210114,OTHER
2016,LOUISIANA,LA,22,72,45,US SENATE,statewide,gen,False,KAITLIN MARONE,NONE,False,total,4108,1997218,False,20210114,OTHER
2012,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,ROBERT ??TURK?? TURKAVAGE,RESPONSIBILITY FAIRNESS INTEGRITY,False,total,3532,3376649,False,20210114,OTHER
2014,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,DANNY PAGE,INDEPENDENT,False,total,7713,1374065,False,20210114,OTHER
1986,KANSAS,KS,20,47,32,US SENATE,statewide,gen,False,GUY MACDONALD,DEMOCRAT,False,total,246664,823566,False,20210114,DEMOCRAT
2004,NEVADA,NV,32,88,65,US SENATE,statewide,gen,False,DAVID K. SCHUMANN,INDEPENDENT AMERICAN,False,total,6001,810068,False,20210114,OTHER
1976,NORTH DAKOTA,ND,38,44,36,US SENATE,statewide,gen,False,ROBERT STROUP,REPUBLICAN,False,total,103466,283062,False,20210114,REPUBLICAN
2008,NORTH CAROLINA,NC,37,56,47,US SENATE,statewide,gen,False,CHRISTOPHER COLE,LIBERTARIAN,False,total,133430,4271970,False,20210114,LIBERTARIAN
1992,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,NORMA SEGAL,LIBERTARIAN,False,total,108530,7078805,False,20210114,LIBERTARIAN
1982,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,,,True,total,30,1259785,False,20210114,OTHER
1984,KANSAS,KS,20,47,32,US SENATE,statewide,gen,False,FREDA H. STEELE,PROHIBITION,False,total,4610,996729,False,20210114,OTHER
1976,MAINE,ME,23,11,2,US SENATE,statewide,gen,False,EDMUND S. MUSKIE,DEMOCRAT,False,total,292704,486193,False,20210114,DEMOCRAT
1976,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,DANIEL PATRICK MOYNIHAN,LIBERAL,False,total,184083,6666875,False,20210114,OTHER
1990,NORTH CAROLINA,NC,37,56,47,US SENATE,statewide,gen,False,HARVEY B. GANTT,DEMOCRAT,False,total,981573,2069585,False,20210114,DEMOCRAT
1980,SOUTH DAKOTA,SD,46,45,37,US SENATE,statewide,gen,False,GEORGE MCGOVERN,DEMOCRAT,False,total,129018,327478,False,20210114,DEMOCRAT
1980,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,DAVID BERGLAND,LIBERTARIAN,False,total,202410,8324012,False,20210114,LIBERTARIAN
1986,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,GLENN OLDS,DEMOCRAT,False,total,79727,180801,False,20210114,DEMOCRAT
2016,MISSOURI,MO,29,43,34,US SENATE,statewide,gen,False,FRED RYMAN,CONSTITUTION,False,total,25407,2802637,False,20210114,OTHER
1992,LOUISIANA,LA,22,72,45,US SENATE,statewide,gen,False,JOHN B. BREAUX,DEMOCRAT,False,total,1,1,False,20210114,DEMOCRAT
1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,CARL LEVIN,DEMOCRAT,False,total,1915831,3700938,False,20210114,DEMOCRAT
2014,NEW MEXICO,NM,35,85,66,US SENATE,statewide,gen,False,TOM UDALL,DEMOCRAT,False,total,286409,515506,False,20210114,DEMOCRAT
1986,OKLAHOMA,OK,40,73,53,US SENATE,statewide,gen,False,JAMES R. JONES,DEMOCRAT,False,total,400230,893666,False,20210114,DEMOCRAT
1996,WYOMING,WY,56,83,68,US SENATE,statewide,gen,False,LLOYD MARSDEN,NATURAL LAW,False,total,2569,211077,False,20210114,OTHER
2018,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,PAULA M OVERBY,MINNESOTA GREEN,False,total,23101,2596879,False,20210114,OTHER
1994,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,True,TERRY L. LYTLE,INDEPENDENT,False,total,1934,1465862,False,20210114,OTHER
1992,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,HUE FUTCH,LIBERTARIAN,False,total,23,1552289,False,20210114,LIBERTARIAN
2000,MISSISSIPPI,MS,28,64,46,US SENATE,statewide,gen,False,JIM GILES,INDEPENDENT,False,total,9344,994144,False,20210114,OTHER
1990,NEW HAMPSHIRE,NH,33,12,4,US SENATE,statewide,gen,False,,,True,total,585,291393,False,20210114,OTHER
2004,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,,,True,total,174,307208,False,20210114,OTHER
1986,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,SCATTER,,False,total,1212,1483174,False,20210114,OTHER
1994,PENNSYLVANIA,PA,42,23,14,US SENATE,statewide,gen,False,DIANE BLOUGH,PATRIOT,False,total,69825,3513361,False,20210114,OTHER
2000,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,CARLA A. HOWELL,LIBERTARIAN,False,total,308860,2734048,False,20210114,LIBERTARIAN
1986,SOUTH CAROLINA,SC,45,57,48,US SENATE,statewide,gen,False,HENRY D. MCMASTER,REPUBLICAN,False,total,262886,737962,False,20210114,REPUBLICAN
2018,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,TRUDY A. AUSTIN,INDEPENDENT,False,total,9455,2243740,False,20210114,OTHER
2020,LOUISIANA,LA,22,72,45,US SENATE,statewide,gen,False,PETER WENSTRUP,DEMOCRAT,False,total,14454,2071543,False,20210114,DEMOCRAT
2000,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,BLANK VOTE/SCATTERING,,False,total,134586,2734048,False,20210114,OTHER
1976,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,PAUL S. SARBANES,DEMOCRAT,False,total,772101,1365290,False,20210114,DEMOCRAT
2010,ARKANSAS,AR,5,71,42,US SENATE,statewide,gen,False,"STEPHAN ""TROUBLEMAKER"" HERCHER",,True,total,143,779957,False,20210114,OTHER
2012,DELAWARE,DE,10,51,11,US SENATE,statewide,gen,False,ANDREW RICHARD GROFF,GREEN,False,total,3191,399606,False,20210114,OTHER
2002,MONTANA,MT,30,81,64,US SENATE,statewide,gen,False,MIKE TAYLOR,REPUBLICAN,False,total,103611,326537,False,20210114,REPUBLICAN
2018,NEBRASKA,NE,31,46,35,US SENATE,statewide,gen,False,DEB FISCHER,REPUBLICAN,False,total,403151,698883,False,20210114,REPUBLICAN
1984,SOUTH CAROLINA,SC,45,57,48,US SENATE,statewide,gen,False,STEPHEN DAVIS,LIBERTARIAN,False,total,13333,965130,False,20210114,LIBERTARIAN
2012,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,MARIA CANTWELL,DEMOCRAT,False,total,1855493,3069417,False,20210114,DEMOCRAT
2018,PENNSYLVANIA,PA,42,23,14,US SENATE,statewide,gen,False,DALE R KERNS JR,LIBERTARIAN,False,total,50907,4994643,False,20210114,LIBERTARIAN
1988,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,JIM SASSER,DEMOCRAT,False,total,1020061,1567181,False,20210114,DEMOCRAT
1986,IOWA,IA,19,42,31,US SENATE,statewide,gen,False,JOHN O. ROEHRICK,DEMOCRAT,False,total,299406,891762,False,20210114,DEMOCRAT
1980,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,ANTHONY N. DORIA,INDEPENDENT,False,total,1776,209124,False,20210114,OTHER
2020,GEORGIA,GA,13,58,44,US SENATE,statewide,gen,True,KELLY LOEFFLER,REPUBLICAN,False,total,1273214,4914361,False,20210114,REPUBLICAN
1998,NEW HAMPSHIRE,NH,33,12,4,US SENATE,statewide,gen,False,ROY KENDEL,INDEPENDENT,False,total,4733,314696,False,20210114,OTHER
1978,NORTH CAROLINA,NC,37,56,47,US SENATE,statewide,gen,False,JESSE HELMS,REPUBLICAN,False,total,619151,1135814,False,20210114,REPUBLICAN
2006,NEVADA,NV,32,88,65,US SENATE,statewide,gen,False,DAVID K. SCHUMANN,INDEPENDENT,False,total,7774,582572,False,20210114,OTHER
2006,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,CRAIG HILL,GREEN,False,total,1536,262419,False,20210114,OTHER
1998,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,BARBARA A. MIKULSKI,DEMOCRAT,False,total,1062810,1507447,False,20210114,DEMOCRAT
1992,NORTH CAROLINA,NC,37,56,47,US SENATE,statewide,gen,False,BOBBY YATES EMORY,LIBERTARIAN,False,total,85948,2577891,False,20210114,LIBERTARIAN
1980,KENTUCKY,KY,21,61,51,US SENATE,statewide,gen,False,WENDELL H. FORD,DEMOCRAT,False,total,720891,1106920,False,20210114,DEMOCRAT
1992,ILLINOIS,IL,17,33,21,US SENATE,statewide,gen,False,JOHN JUSTICE,POPULIST,False,total,8656,4939558,False,20210114,OTHER
2006,PENNSYLVANIA,PA,42,23,14,US SENATE,statewide,gen,False,,,True,total,3281,4081043,False,20210114,OTHER
1978,MAINE,ME,23,11,2,US SENATE,statewide,gen,False,JOHN J. JANNACE,INDEPENDENT,False,total,5553,375114,False,20210114,OTHER
2004,NEW HAMPSHIRE,NH,33,12,4,US SENATE,statewide,gen,False,BLANK VOTE/SCATTERING,,False,total,588,657086,False,20210114,OTHER
1994,NEW MEXICO,NM,35,85,66,US SENATE,statewide,gen,False,COLIN R. MCMILLAN,REPUBLICAN,False,total,213025,463196,False,20210114,REPUBLICAN
1976,UTAH,UT,49,87,67,US SENATE,statewide,gen,False,STEVE TROTTER,LIBERTARIAN,False,total,3026,522108,False,20210114,LIBERTARIAN
1994,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,688,2179945,False,20210114,OTHER
2020,DELAWARE,DE,10,51,11,US SENATE,statewide,gen,False,MARK W. TURLEY,INDEPENDENT PARTY OF DELAWARE,False,total,7833,490935,False,20210114,OTHER
1994,HAWAII,HI,15,95,82,US SENATE,statewide,gen,False,RICHARD (DICK) ROWLAND,LIBERTARIAN,False,total,14393,356902,False,20210114,LIBERTARIAN
2014,KENTUCKY,KY,21,61,51,US SENATE,statewide,gen,False,GREGORY D. WELCH,,True,total,64,1435868,False,20210114,OTHER
2000,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,"WILLIAM KOZAK, JR.",CONCERNED CITIZENS,False,total,25509,1311261,False,20210114,OTHER
1996,NEW MEXICO,NM,35,85,66,US SENATE,statewide,gen,False,PETE V. DOMENICI,REPUBLICAN,False,total,357171,551821,False,20210114,REPUBLICAN
1976,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,False,BOB FIELD,INDEPENDENT,False,total,10765,741210,False,20210114,OTHER
2016,NEVADA,NV,32,88,65,US SENATE,statewide,gen,False,TONY GUMINA,NONE,False,total,10740,1108294,False,20210114,OTHER
2014,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,BRIAN J. HERR,REPUBLICAN,False,total,791950,2186789,False,20210114,REPUBLICAN
2004,LOUISIANA,LA,22,72,45,US SENATE,statewide,gen,False,"SAM HOUSTON MELTON, JR.",DEMOCRAT,False,total,12289,1848056,False,20210114,DEMOCRAT
2006,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,,,True,total,78,4793534,False,20210114,OTHER
1992,NEVADA,NV,32,88,65,US SENATE,statewide,gen,False,H. KENT CROMWELL,LIBERTARIAN,False,total,7222,495887,False,20210114,LIBERTARIAN
2018,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,KEVIN LEE MCCANTS,INDEPENDENT,False,total,1927,2243740,False,20210114,OTHER
2020,COLORADO,CO,8,84,62,US SENATE,statewide,gen,False,"STEPHAN ""SEKU"" EVANS",UNITY PARTY,False,total,8971,3235790,False,20210114,OTHER
1998,OREGON,OR,41,92,72,US SENATE,statewide,gen,False,KARYN MOSKOWITZ,PACIFIC,False,total,22024,1117747,False,20210114,OTHER
1988,MISSISSIPPI,MS,28,64,46,US SENATE,statewide,gen,False,TRENT LOTT,REPUBLICAN,False,total,510380,946719,False,20210114,REPUBLICAN
1980,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,False,JOSEFINA OTERO,SOCIALIST WORKERS,False,total,3266,874238,False,20210114,OTHER
1996,KENTUCKY,KY,21,61,51,US SENATE,statewide,gen,False,STEVEN L. BESHEAR,DEMOCRAT,False,total,560012,1307046,False,20210114,DEMOCRAT
1986,NEVADA,NV,32,88,65,US SENATE,statewide,gen,False,KENT CROMWELL,LIBERTARIAN,False,total,4899,261932,False,20210114,LIBERTARIAN
1990,WYOMING,WY,56,83,68,US SENATE,statewide,gen,False,KATHY HELLING,DEMOCRAT,False,total,56848,157632,False,20210114,DEMOCRAT
1996,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,TED STEVENS,REPUBLICAN,False,total,177893,231916,False,20210114,REPUBLICAN
1976,NEVADA,NV,32,88,65,US SENATE,statewide,gen,False,BYRON D. YOUNG,INDEPENDENT AMERICAN,False,total,3619,201899,False,20210114,OTHER
2008,ARKANSAS,AR,5,71,42,US SENATE,statewide,gen,False,MARK L. PRYOR,DEMOCRAT,False,total,804678,1011754,False,20210114,DEMOCRAT
2018,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,MADELYN R. HOFFMAN,GREEN,False,total,25150,3169310,False,20210114,OTHER
1994,PENNSYLVANIA,PA,42,23,14,US SENATE,statewide,gen,False,HARRIS WOFFORD,DEMOCRAT,False,total,1648481,3513361,False,20210114,DEMOCRAT
2020,SOUTH CAROLINA,SC,45,57,48,US SENATE,statewide,gen,False,JAIME HARRISON,DEMOCRAT,False,total,1110828,2515104,False,20210114,DEMOCRAT
2016,SOUTH DAKOTA,SD,46,45,37,US SENATE,statewide,gen,False,JOHN R. THUNE,REPUBLICAN,False,total,265516,369656,False,20210114,REPUBLICAN
2000,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,PAUL H. RAPPAPORT,REPUBLICAN,False,total,715178,1946898,False,20210114,REPUBLICAN
